DATE,거래단위,평균가격,총거래물량,총거래금액,도매시장,도매법인,품목,품종,산지-광역시도,산지-시군구,등급
2025-07-09,20kg상자,"31,336",440,"689,400",안동도매시장,안동농협(공),사과,미얀마,전라북도,무주군,보통
2025-07-09,20kg상자,"151,414",420,"3,179,700",안동도매시장,안동농협(공),사과,미얀마,경북,봉화군,특
2025-07-09,20kg상자,"149,900",420,"3,147,900",안동도매시장,안동청과,사과,썸머킹,경북,안동시,6등
2025-07-09,20kg상자,"106,400",420,"2,234,400",안동도매시장,안동농협(공),사과,후지,경북,상주시,.
2025-07-09,20kg상자,"103,100",420,"2,165,100",안동도매시장,안동농협(공),사과,기타사과,충북,충주시,7등
2025-07-09,20kg상자,"90,214",420,"1,894,500",안동도매시장,안동청과,사과,썸머킹,경북,안동시,상
2025-07-09,20kg상자,"76,300",420,"1,602,300",안동도매시장,안동농협(공),사과,미얀마,경상북도,봉화군,상
2025-07-09,20kg상자,"42,524",420,"893,000",안동도매시장,안동청과,사과,미얀마,경북,의성군,등외
2025-07-09,20kg상자,"26,500",420,"556,500",안동도매시장,안동농협(공),사과,미얀마,경기도,김포시,보통
2025-07-09,20kg상자,"143,005",400,"2,860,100",안동도매시장,안동농협(공),사과,미얀마,경상북도,의성군,6등
2025-07-09,20kg상자,"92,740",400,"1,854,800",안동도매시장,안동농협(공),사과,기타사과,경북,영주시,특
2025-07-09,20kg상자,"81,310",400,"1,626,200",안동도매시장,안동청과,사과,미얀마,경북,안동시,등외
2025-07-09,20kg상자,"165,284",380,"3,140,400",안동도매시장,안동농협(공),사과,미얀마,경상북도,청송군,6등
2025-07-09,20kg상자,"151,000",380,"2,869,000",안동도매시장,안동청과,사과,미얀마,경북,봉화군,7등
2025-07-09,20kg상자,"124,037",380,"2,356,700",안동도매시장,안동청과,사과,미얀마,경북,봉화군,상
2025-07-09,20kg상자,"108,000",380,"2,052,000",안동도매시장,안동청과,사과,썸머킹,경북,의성군,8등
2025-07-09,20kg상자,"101,579",380,"1,930,000",안동도매시장,안동청과,사과,썸머킹,경북,영덕군,8등
2025-07-09,20kg상자,"93,458",380,"1,775,700",안동도매시장,안동청과,사과,썸머프린스,경북,영덕군,상
2025-07-09,20kg상자,"78,547",380,"1,492,400",안동도매시장,안동농협(공),사과,기타사과,경상북도,군위군,상
2025-07-09,20kg상자,"78,416",380,"1,489,900",안동도매시장,안동농협(공),사과,기타사과,경북,영덕군,상
2025-07-09,20kg상자,"57,079",380,"1,084,500",안동도매시장,안동농협(공),사과,기타사과,충북,충주시,.
2025-07-09,20kg상자,"31,795",380,"604,100",안동도매시장,안동청과,사과,후지,경북,의성군,보통
2025-07-09,20kg상자,"175,878",360,"3,165,800",안동도매시장,안동농협(공),사과,미얀마,전라북도,무주군,특
2025-07-09,20kg상자,"152,333",360,"2,742,000",안동도매시장,안동농협(공),사과,미얀마,경북,영주시,4등
2025-07-09,20kg상자,"118,600",360,"2,134,800",안동도매시장,안동청과,사과,미얀마,경북,김천시,상
2025-07-09,20kg상자,"97,872",360,"1,761,700",안동도매시장,안동농협(공),사과,미얀마,경북,청송군,.
2025-07-09,20kg상자,"72,250",360,"1,300,500",안동도매시장,안동청과,사과,썸머킹,경북,영덕군,등외
2025-07-09,20kg상자,"25,656",360,"461,800",안동도매시장,안동농협(공),사과,기타사과,경북,영덕군,보통
2025-07-09,20kg상자,"143,841",340,"2,445,300",안동도매시장,안동농협(공),사과,미얀마,경북,의성군,7등
2025-07-09,20kg상자,"130,006",340,"2,210,100",안동도매시장,안동농협(공),사과,기타사과,경북,영주시,6등
2025-07-09,20kg상자,"126,600",340,"2,152,200",안동도매시장,안동농협(공),사과,기타사과,경상남도,함양군,6등
2025-07-09,20kg상자,"123,494",340,"2,099,400",안동도매시장,안동농협(공),사과,기타사과,경북,문경시,6등
2025-07-09,20kg상자,"114,900",340,"1,953,300",안동도매시장,안동청과,사과,썸머프린스,경북,영덕군,7등
2025-07-09,20kg상자,"92,182",340,"1,567,100",안동도매시장,안동농협(공),사과,미얀마,충청북도,단양군,상
2025-07-09,20kg상자,"79,212",340,"1,346,600",안동도매시장,안동농협(공),사과,미얀마,충북,충주시,.
2025-07-09,20kg상자,"77,606",340,"1,319,300",안동도매시장,안동청과,사과,썸머킹,경북,의성군,등외
2025-07-09,20kg상자,"41,053",340,"697,900",안동도매시장,안동청과,사과,시나노골드,경북,청송군,상
2025-07-09,20kg상자,"39,900",340,"678,300",안동도매시장,안동농협(공),사과,미얀마,충북,충주시,보통
2025-07-09,20kg상자,"148,900",320,"2,382,400",안동도매시장,안동농협(공),사과,미얀마,경상북도,청송군,7등
2025-07-09,20kg상자,"141,600",320,"2,265,600",안동도매시장,안동농협(공),사과,기타사과,경상남도,함양군,4등
2025-07-09,20kg상자,"120,000",320,"1,920,000",안동도매시장,안동농협(공),사과,미얀마,경상북도,예천군,8등
2025-07-09,20kg상자,"113,563",320,"1,817,000",안동도매시장,안동청과,사과,썸머킹,경북,영덕군,7등
2025-07-09,20kg상자,"100,000",320,"1,600,000",안동도매시장,안동청과,사과,썸머프린스,경북,포항시,7등
2025-07-09,20kg상자,"86,544",320,"1,384,700",안동도매시장,안동농협(공),사과,기타사과,경상남도,함양군,.
2025-07-09,20kg상자,"109,240",300,"1,638,600",안동도매시장,안동농협(공),사과,기타사과,경상남도,함양군,상
2025-07-09,20kg상자,"96,600",300,"1,449,000",안동도매시장,안동청과,사과,썸머프린스,경북,영덕군,8등
2025-07-09,20kg상자,"150,557",280,"2,107,800",안동도매시장,안동농협(공),사과,미얀마,경북,의성군,4등
2025-07-09,20kg상자,"129,900",280,"1,818,600",안동도매시장,안동농협(공),사과,미얀마,경북,봉화군,7등
2025-07-09,20kg상자,"101,714",280,"1,424,000",안동도매시장,안동농협(공),사과,기타사과,경북,문경시,7등
2025-07-09,20kg상자,"88,686",280,"1,241,600",안동도매시장,안동농협(공),사과,미얀마,충북,충주시,상
2025-07-09,20kg상자,"170,000",260,"2,210,000",안동도매시장,안동농협(공),사과,미얀마,전라북도,무주군,6등
2025-07-09,20kg상자,"151,531",260,"1,969,900",안동도매시장,안동청과,사과,미얀마,경북,청송군,7등
2025-07-09,20kg상자,"150,300",260,"1,953,900",안동도매시장,안동청과,사과,썸머프린스,경북,영덕군,6등
2025-07-09,20kg상자,"144,277",260,"1,875,600",안동도매시장,안동청과,사과,미얀마,경북,영주시,7등
2025-07-09,20kg상자,"120,315",260,"1,564,100",안동도매시장,안동청과,사과,미얀마,경북,영양군,상
2025-07-09,20kg상자,"120,000",260,"1,560,000",안동도매시장,안동청과,사과,썸머프린스,경북,포항시,6등
2025-07-09,20kg상자,"116,900",260,"1,519,700",안동도매시장,안동청과,사과,썸머킹,경북,의성군,7등
2025-07-09,20kg상자,"97,662",260,"1,269,600",안동도매시장,안동농협(공),사과,기타사과,경북,상주시,특
2025-07-09,20kg상자,"96,946",260,"1,260,300",안동도매시장,안동농협(공),사과,후지,경북,상주시,상
2025-07-09,20kg상자,"94,600",260,"1,229,800",안동도매시장,안동청과,사과,썸머프린스,경북,포항시,8등
2025-07-09,20kg상자,"90,762",260,"1,179,900",안동도매시장,안동청과,사과,미얀마,경북,영주시,등외
2025-07-09,20kg상자,"90,262",260,"1,173,400",안동도매시장,안동농협(공),사과,기타사과,경북,상주시,8등
2025-07-09,20kg상자,"79,738",260,"1,036,600",안동도매시장,안동농협(공),사과,기타사과,경북,영주시,상
2025-07-09,20kg상자,"61,946",260,"805,300",안동도매시장,안동농협(공),사과,기타사과,경북,상주시,.
2025-07-09,20kg상자,"52,300",260,"679,900",안동도매시장,안동청과,사과,시나노골드,경북,청송군,8등
2025-07-09,20kg상자,"50,446",260,"655,800",안동도매시장,안동청과,사과,썸머프린스,경북,포항시,보통
2025-07-09,20kg상자,"38,185",260,"496,400",안동도매시장,안동농협(공),사과,미얀마,경기도,김포시,상
2025-07-09,20kg상자,"31,838",260,"413,900",안동도매시장,안동청과,사과,미시마,충북,영동군,보통
2025-07-09,20kg상자,"135,483",240,"1,625,800",안동도매시장,안동청과,사과,미얀마,경북,의성군,8등
2025-07-09,20kg상자,"116,600",240,"1,399,200",안동도매시장,안동청과,사과,썸머프린스,경북,문경시,7등
2025-07-09,20kg상자,"102,000",240,"1,224,000",안동도매시장,안동청과,사과,썸머킹,경북,안동시,8등
2025-07-09,20kg상자,"96,583",240,"1,159,000",안동도매시장,안동농협(공),사과,미얀마,경북,청송군,상
2025-07-09,20kg상자,"89,433",240,"1,073,200",안동도매시장,안동청과,사과,썸머킹,경북,의성군,상
2025-07-09,20kg상자,"59,100",240,"709,200",안동도매시장,안동농협(공),사과,기타사과,경북,문경시,.
2025-07-09,20kg상자,"58,000",240,"696,000",안동도매시장,안동청과,사과,시나노골드,경북,청송군,7등
2025-07-09,20kg상자,"55,267",240,"663,200",안동도매시장,안동청과,사과,썸머킹,경북,안동시,보통
2025-07-09,20kg상자,"31,000",240,"372,000",안동도매시장,안동농협(공),사과,미얀마,경상남도,거창군,.
2025-07-09,20kg상자,"147,900",220,"1,626,900",안동도매시장,안동청과,사과,썸머프린스,경북,문경시,6등
2025-07-09,20kg상자,"146,527",220,"1,611,800",안동도매시장,안동농협(공),사과,미얀마,경상북도,의성군,4등
2025-07-09,20kg상자,"140,000",220,"1,540,000",안동도매시장,안동청과,사과,미얀마,충북,단양군,5등
2025-07-09,20kg상자,"128,900",220,"1,417,900",안동도매시장,안동농협(공),사과,미얀마,경북,안동시,8등
2025-07-09,20kg상자,"126,455",220,"1,391,000",안동도매시장,안동농협(공),사과,미얀마,경상북도,의성군,7등
2025-07-09,20kg상자,"113,000",220,"1,243,000",안동도매시장,안동농협(공),사과,기타사과,경상북도,포항시,7등
2025-07-09,20kg상자,"99,900",220,"1,098,900",안동도매시장,안동농협(공),사과,기타사과,충북,충주시,8등
2025-07-09,20kg상자,"95,900",220,"1,054,900",안동도매시장,안동농협(공),사과,기타사과,경상북도,포항시,8등
2025-07-09,20kg상자,"88,791",220,"976,700",안동도매시장,안동청과,사과,썸머킹,경북,영덕군,상
2025-07-09,20kg상자,"78,964",220,"868,600",안동도매시장,안동청과,사과,미얀마,경북,청송군,등외
2025-07-09,20kg상자,"66,964",220,"736,600",안동도매시장,안동농협(공),사과,기타사과,경상북도,포항시,.
2025-07-09,20kg상자,"59,645",220,"656,100",안동도매시장,안동청과,사과,미얀마,강원,정선군,등외
2025-07-09,20kg상자,"40,255",220,"442,800",안동도매시장,안동농협(공),사과,기타사과,경상북도,군위군,보통
2025-07-09,20kg상자,"144,400",200,"1,444,000",안동도매시장,안동농협(공),사과,미얀마,경북,영덕군,특
2025-07-09,20kg상자,"136,100",200,"1,361,000",안동도매시장,안동청과,사과,미얀마,경남,거창군,6등
2025-07-09,20kg상자,"135,100",200,"1,351,000",안동도매시장,안동농협(공),사과,미얀마,경북,영주시,7등
2025-07-09,20kg상자,"97,190",200,"971,900",안동도매시장,안동청과,사과,미얀마,경북,영양군,보통
2025-07-09,20kg상자,"79,060",200,"790,600",안동도매시장,안동청과,사과,썸머프린스,경북,영덕군,등외
2025-07-09,20kg상자,"38,300",200,"383,000",안동도매시장,안동농협(공),사과,기타사과,경상남도,함양군,보통
2025-07-09,20kg상자,"33,900",200,"339,000",안동도매시장,안동농협(공),사과,미얀마,충청북도,단양군,보통
2025-07-09,20kg상자,"180,333",180,"1,623,000",안동도매시장,안동농협(공),사과,후지,경북,안동시,특
2025-07-09,20kg상자,"145,500",180,"1,309,500",안동도매시장,안동청과,사과,미얀마,전북,무주군,6등
2025-07-09,20kg상자,"130,000",180,"1,170,000",안동도매시장,안동청과,사과,미얀마,충북,단양군,6등
2025-07-09,20kg상자,"128,433",180,"1,155,900",안동도매시장,안동농협(공),사과,미얀마,경북,의성군,8등
2025-07-09,20kg상자,"127,000",180,"1,143,000",안동도매시장,안동청과,사과,미시마,충북,영동군,7등
2025-07-09,20kg상자,"121,478",180,"1,093,300",안동도매시장,안동농협(공),사과,기타사과,경북,문경시,특
2025-07-09,20kg상자,"99,000",180,"891,000",안동도매시장,안동청과,사과,썸머프린스,경북,문경시,8등
2025-07-09,20kg상자,"41,200",180,"370,800",안동도매시장,안동청과,사과,썸머프린스,경북,영주시,상
2025-07-09,20kg상자,"166,600",160,"1,332,800",안동도매시장,안동농협(공),사과,미얀마,전라북도,무주군,4등
2025-07-09,20kg상자,"149,800",160,"1,198,400",안동도매시장,안동청과,사과,썸머킹,경북,안동시,5등
2025-07-09,20kg상자,"134,900",160,"1,079,200",안동도매시장,안동농협(공),사과,기타사과,충북,충주시,4등
2025-07-09,20kg상자,"129,900",160,"1,039,200",안동도매시장,안동청과,사과,미시마,충북,영동군,6등
2025-07-09,20kg상자,"122,000",160,"976,000",안동도매시장,안동농협(공),사과,기타사과,경상남도,함양군,7등
2025-07-09,20kg상자,"108,200",160,"865,600",안동도매시장,안동농협(공),사과,미얀마,충북,충주시,7등
2025-07-09,20kg상자,"100,163",160,"801,300",안동도매시장,안동농협(공),사과,후지,경상북도,의성군,상
2025-07-09,20kg상자,"98,900",160,"791,200",안동도매시장,안동청과,사과,썸머프린스,경북,영주시,8등
2025-07-09,20kg상자,"97,100",160,"776,800",안동도매시장,안동농협(공),사과,후지,경상북도,의성군,.
2025-07-09,20kg상자,"94,950",160,"759,600",안동도매시장,안동농협(공),사과,기타사과,경상북도,포항시,특
2025-07-09,20kg상자,"73,650",160,"589,200",안동도매시장,안동청과,사과,썸머프린스,경북,포항시,등외
2025-07-09,20kg상자,"71,663",160,"573,300",안동도매시장,안동청과,사과,썸머프린스,경북,영주시,등외
2025-07-09,20kg상자,"61,300",160,"490,400",안동도매시장,안동청과,사과,시나노골드,경북,청송군,6등
2025-07-09,20kg상자,"45,000",160,"360,000",안동도매시장,안동청과,사과,썸머프린스,경북,문경시,보통
2025-07-09,20kg상자,"43,538",160,"348,300",안동도매시장,안동청과,사과,시나노골드,경북,김천시,상
2025-07-09,20kg상자,"27,900",160,"223,200",안동도매시장,안동농협(공),사과,후지,충남,아산시,보통
2025-07-09,20kg상자,"144,400",140,"1,010,800",안동도매시장,안동농협(공),사과,미얀마,경북,영덕군,6등
2025-07-09,20kg상자,"123,600",140,"865,200",안동도매시장,안동청과,사과,썸머프린스,경북,포항시,5등
2025-07-09,20kg상자,"120,200",140,"841,400",안동도매시장,안동청과,사과,미얀마,전북,무주군,7등
2025-07-09,20kg상자,"114,000",140,"798,000",안동도매시장,안동청과,사과,미얀마,경북,포항시,8등
2025-07-09,20kg상자,"108,200",140,"757,400",안동도매시장,안동농협(공),사과,미얀마,충북,충주시,8등
2025-07-09,20kg상자,"99,686",140,"697,800",안동도매시장,안동농협(공),사과,미얀마,경북,봉화군,8등
2025-07-09,20kg상자,"96,657",140,"676,600",안동도매시장,안동청과,사과,썸머프린스,경북,문경시,상
2025-07-09,20kg상자,"75,057",140,"525,400",안동도매시장,안동청과,사과,썸머프린스,경북,문경시,등외
2025-07-09,20kg상자,"64,429",140,"451,000",안동도매시장,안동농협(공),사과,기타사과,충북,충주시,상
2025-07-09,20kg상자,"56,343",140,"394,400",안동도매시장,안동농협(공),사과,기타사과,경상북도,영덕군,.
2025-07-09,20kg상자,"35,886",140,"251,200",안동도매시장,안동농협(공),사과,미얀마,경상북도,봉화군,보통
2025-07-09,20kg상자,"175,383",120,"1,052,300",안동도매시장,안동농협(공),사과,후지,경북,안동시,6등
2025-07-09,20kg상자,"167,900",120,"1,007,400",안동도매시장,안동청과,사과,미얀마,경북,영양군,5등
2025-07-09,20kg상자,"160,000",120,"960,000",안동도매시장,안동농협(공),사과,미얀마,경상북도,청송군,특
2025-07-09,20kg상자,"155,500",120,"933,000",안동도매시장,안동농협(공),사과,미얀마,경북,청송군,특
2025-07-09,20kg상자,"151,400",120,"908,400",안동도매시장,안동농협(공),사과,후지,경북,안동시,7등
2025-07-09,20kg상자,"143,333",120,"860,000",안동도매시장,안동청과,사과,썸머킹,경북,영덕군,6등
2025-07-09,20kg상자,"138,400",120,"830,400",안동도매시장,안동농협(공),사과,미얀마,충청북도,단양군,6등
2025-07-09,20kg상자,"128,100",120,"768,600",안동도매시장,안동농협(공),사과,미얀마,경북,영주시,8등
2025-07-09,20kg상자,"123,300",120,"739,800",안동도매시장,안동농협(공),사과,기타사과,경상북도,포항시,6등
2025-07-09,20kg상자,"120,000",120,"720,000",안동도매시장,안동청과,사과,미얀마,경북,봉화군,8등
2025-07-09,20kg상자,"106,600",120,"639,600",안동도매시장,안동농협(공),사과,미얀마,충북,충주시,6등
2025-07-09,20kg상자,"40,300",120,"241,800",안동도매시장,안동농협(공),사과,기타사과,경북,안동시,.
2025-07-09,20kg상자,"35,000",120,"210,000",안동도매시장,안동농협(공),사과,시나노골드,경상북도,청송군,상
2025-07-09,20kg상자,"34,550",120,"207,300",안동도매시장,안동농협(공),사과,기타사과,경북,상주시,보통
2025-07-09,20kg상자,"30,817",120,"184,900",안동도매시장,안동농협(공),사과,기타사과,경북,문경시,보통
2025-07-09,20kg상자,"177,300",100,"886,500",안동도매시장,안동농협(공),사과,후지,경북,안동시,4등
2025-07-09,20kg상자,"157,300",100,"786,500",안동도매시장,안동청과,사과,미얀마,경북,영양군,6등
2025-07-09,20kg상자,"149,100",100,"745,500",안동도매시장,안동청과,사과,썸머킹,경북,의성군,6등
2025-07-09,20kg상자,"121,820",100,"609,100",안동도매시장,안동농협(공),사과,미얀마,경상북도,의성군,8등
2025-07-09,20kg상자,"120,000",100,"600,000",안동도매시장,안동농협(공),사과,기타사과,경북,군위군,6등
2025-07-09,20kg상자,"117,800",100,"589,000",안동도매시장,안동농협(공),사과,기타사과,경북,군위군,7등
2025-07-09,20kg상자,"110,000",100,"550,000",안동도매시장,안동청과,사과,미얀마,경남,거창군,7등
2025-07-09,20kg상자,"109,900",100,"549,500",안동도매시장,안동청과,사과,썸머프린스,경북,영주시,7등
2025-07-09,20kg상자,"89,480",100,"447,400",안동도매시장,안동농협(공),사과,기타사과,경북,문경시,8등
2025-07-09,20kg상자,"78,000",100,"390,000",안동도매시장,안동농협(공),사과,기타사과,경상북도,포항시,상
2025-07-09,20kg상자,"62,960",100,"314,800",안동도매시장,안동청과,사과,썸머프린스,경북,포항시,상
2025-07-09,20kg상자,"61,960",100,"309,800",안동도매시장,안동청과,사과,미얀마,경북,포항시,등외
2025-07-09,20kg상자,"36,000",100,"180,000",안동도매시장,안동농협(공),사과,기타사과,충북,충주시,보통
2025-07-09,20kg상자,"30,900",100,"154,500",안동도매시장,안동농협(공),사과,후지,경북,상주시,보통
2025-07-09,20kg상자,"22,240",100,"111,200",안동도매시장,안동청과,사과,후지,경북,안동시,등외
2025-07-09,20kg상자,"158,800",80,"635,200",안동도매시장,안동농협(공),사과,미얀마,경상북도,청송군,4등
2025-07-09,20kg상자,"156,000",80,"624,000",안동도매시장,안동청과,사과,미얀마,경북,문경시,5등
2025-07-09,20kg상자,"148,900",80,"595,600",안동도매시장,안동농협(공),사과,미얀마,전라북도,무주군,7등
2025-07-09,20kg상자,"148,800",80,"595,200",안동도매시장,안동청과,사과,썸머프린스,경북,영덕군,5등
2025-07-09,20kg상자,"144,000",80,"576,000",안동도매시장,안동청과,사과,썸머프린스,경북,문경시,5등
2025-07-09,20kg상자,"140,000",80,"560,000",안동도매시장,안동농협(공),사과,미얀마,경북,영덕군,4등
2025-07-09,20kg상자,"133,300",80,"533,200",안동도매시장,안동농협(공),사과,미얀마,충청북도,단양군,특
2025-07-09,20kg상자,"128,400",80,"513,600",안동도매시장,안동농협(공),사과,미얀마,경북,영덕군,7등
2025-07-09,20kg상자,"124,100",80,"496,400",안동도매시장,안동농협(공),사과,미얀마,충청북도,단양군,7등
2025-07-09,20kg상자,"118,550",80,"474,200",안동도매시장,안동청과,사과,미얀마,경북,청송군,8등
2025-07-09,20kg상자,"109,900",80,"439,600",안동도매시장,안동청과,사과,미얀마,경북,영주시,8등
2025-07-09,20kg상자,"81,675",80,"326,700",안동도매시장,안동청과,사과,썸머킹,경북,안동시,등외
2025-07-09,20kg상자,"68,375",80,"273,500",안동도매시장,안동농협(공),사과,기타사과,경북,상주시,상
2025-07-09,20kg상자,"59,400",80,"237,600",안동도매시장,안동청과,사과,미얀마,전북,무주군,등외
2025-07-09,20kg상자,"34,000",80,"136,000",안동도매시장,안동청과,사과,시나노골드,경북,김천시,보통
2025-07-09,20kg상자,"151,600",60,"454,800",안동도매시장,안동농협(공),사과,미얀마,경북,청송군,4등
2025-07-09,20kg상자,"149,667",60,"449,000",안동도매시장,안동청과,사과,미얀마,강원,정선군,6등
2025-07-09,20kg상자,"140,000",60,"420,000",안동도매시장,안동청과,사과,미얀마,경북,포항시,6등
2025-07-09,20kg상자,"139,900",60,"419,700",안동도매시장,안동농협(공),사과,후지,경북,안동시,8등
2025-07-09,20kg상자,"129,900",60,"389,700",안동도매시장,안동청과,사과,미얀마,경남,거창군,5등
2025-07-09,20kg상자,"122,200",60,"366,600",안동도매시장,안동농협(공),사과,기타사과,경상남도,함양군,8등
2025-07-09,20kg상자,"115,900",60,"347,700",안동도매시장,안동청과,사과,미얀마,강원,정선군,7등
2025-07-09,20kg상자,"115,600",60,"346,800",안동도매시장,안동농협(공),사과,미얀마,충청북도,단양군,8등
2025-07-09,20kg상자,"110,367",60,"331,100",안동도매시장,안동청과,사과,미얀마,경북,영양군,등외
2025-07-09,20kg상자,"110,000",60,"330,000",안동도매시장,안동청과,사과,미얀마,충북,단양군,7등
2025-07-09,20kg상자,"106,833",60,"320,500",안동도매시장,안동농협(공),사과,기타사과,경북,군위군,특
2025-07-09,20kg상자,"106,600",60,"319,800",안동도매시장,안동농협(공),사과,미얀마,충북,충주시,특
2025-07-09,20kg상자,"103,900",60,"311,700",안동도매시장,안동농협(공),사과,기타사과,경상북도,영덕군,7등
2025-07-09,20kg상자,"103,200",60,"309,600",안동도매시장,안동청과,사과,미얀마,강원,정선군,8등
2025-07-09,20kg상자,"82,967",60,"248,900",안동도매시장,안동농협(공),사과,기타사과,경북,문경시,상
2025-07-09,20kg상자,"73,300",60,"219,900",안동도매시장,안동농협(공),사과,기타사과,경북,군위군,상
2025-07-09,20kg상자,"71,467",60,"214,400",안동도매시장,안동청과,사과,미얀마,경북,김천시,등외
2025-07-09,20kg상자,"63,333",60,"190,000",안동도매시장,안동청과,사과,미얀마,경북,문경시,등외
2025-07-09,20kg상자,"55,233",60,"165,700",안동도매시장,안동청과,사과,썸머프린스,경북,상주시,등외
2025-07-09,20kg상자,"32,000",60,"96,000",안동도매시장,안동농협(공),사과,기타사과,경북,영주시,보통
2025-07-09,20kg상자,"153,300",40,"306,600",안동도매시장,안동청과,사과,미얀마,경북,김천시,6등
2025-07-09,20kg상자,"148,000",40,"296,000",안동도매시장,안동청과,사과,미얀마,경북,문경시,6등
2025-07-09,20kg상자,"146,900",40,"293,800",안동도매시장,안동농협(공),사과,기타사과,경상북도,군위군,4등
2025-07-09,20kg상자,"146,900",40,"293,800",안동도매시장,안동청과,사과,미얀마,전북,무주군,5등
2025-07-09,20kg상자,"129,500",40,"259,000",안동도매시장,안동청과,사과,미얀마,경북,봉화군,등외
2025-07-09,20kg상자,"126,600",40,"253,200",안동도매시장,안동농협(공),사과,미얀마,경북,군위군,4등
2025-07-09,20kg상자,"118,900",40,"237,800",안동도매시장,안동농협(공),사과,미얀마,경북,영덕군,8등
2025-07-09,20kg상자,"117,000",40,"234,000",안동도매시장,안동농협(공),사과,기타사과,경상북도,영덕군,6등
2025-07-09,20kg상자,"110,000",40,"220,000",안동도매시장,안동청과,사과,미얀마,경북,김천시,8등
2025-07-09,20kg상자,"108,800",40,"217,600",안동도매시장,안동청과,사과,미얀마,전북,무주군,8등
2025-07-09,20kg상자,"100,000",40,"200,000",안동도매시장,안동청과,사과,미얀마,경남,거창군,8등
2025-07-09,20kg상자,"96,800",40,"193,600",안동도매시장,안동농협(공),사과,기타사과,경상북도,영덕군,특
2025-07-09,20kg상자,"90,600",40,"181,200",안동도매시장,안동농협(공),사과,기타사과,경북,군위군,8등
2025-07-09,20kg상자,"89,000",40,"178,000",안동도매시장,안동농협(공),사과,기타사과,경상북도,영덕군,8등
2025-07-09,20kg상자,"82,750",40,"165,500",안동도매시장,안동청과,사과,미얀마,충북,단양군,등외
2025-07-09,20kg상자,"81,100",40,"162,200",안동도매시장,안동농협(공),사과,기타사과,경북,군위군,.
2025-07-09,20kg상자,"80,000",40,"160,000",안동도매시장,안동농협(공),사과,기타사과,경북,상주시,4등
2025-07-09,20kg상자,"76,600",40,"153,200",안동도매시장,안동농협(공),사과,기타사과,경북,안동시,특
2025-07-09,20kg상자,"70,850",40,"141,700",안동도매시장,안동청과,사과,미시마,충북,영동군,등외
2025-07-09,20kg상자,"70,300",40,"140,600",안동도매시장,안동농협(공),사과,기타사과,경상북도,청송군,특
2025-07-09,20kg상자,"62,300",40,"124,600",안동도매시장,안동청과,사과,시나노골드,경북,청송군,5등
2025-07-09,20kg상자,"46,550",40,"93,100",안동도매시장,안동청과,사과,시나노골드,경북,김천시,등외
2025-07-09,20kg상자,"38,900",40,"77,800",안동도매시장,안동농협(공),사과,기타사과,경상북도,포항시,보통
2025-07-09,20kg상자,"34,850",40,"69,700",안동도매시장,안동청과,사과,시나노골드,경북,청송군,등외
2025-07-09,20kg상자,"16,950",40,"33,900",안동도매시장,안동청과,사과,미얀마,강원,양구군,등외
2025-07-09,20kg상자,"16,000",40,"32,000",안동도매시장,안동농협(공),사과,시나노골드,경상북도,청송군,보통
2025-07-09,20kg상자,"159,000",20,"159,000",안동도매시장,안동청과,사과,미얀마,경북,김천시,5등
2025-07-09,20kg상자,"152,000",20,"152,000",안동도매시장,안동농협(공),사과,미얀마,경북,청송군,6등
2025-07-09,20kg상자,"140,000",20,"140,000",안동도매시장,안동청과,사과,미얀마,경북,영양군,7등
2025-07-09,20kg상자,"140,000",20,"140,000",안동도매시장,안동청과,사과,썸머프린스,경북,영주시,6등
2025-07-09,20kg상자,"139,000",20,"139,000",안동도매시장,안동농협(공),사과,기타사과,경북,문경시,4등
2025-07-09,20kg상자,"139,000",20,"139,000",안동도매시장,안동청과,사과,썸머킹,경북,영덕군,5등
2025-07-09,20kg상자,"133,300",20,"133,300",안동도매시장,안동농협(공),사과,미얀마,경기도,김포시,6등
2025-07-09,20kg상자,"133,300",20,"133,300",안동도매시장,안동농협(공),사과,미얀마,경기도,김포시,특
2025-07-09,20kg상자,"131,500",20,"131,500",안동도매시장,안동농협(공),사과,미얀마,경북,군위군,6등
2025-07-09,20kg상자,"131,100",20,"131,100",안동도매시장,안동농협(공),사과,미얀마,경북,군위군,특
2025-07-09,20kg상자,"130,100",20,"130,100",안동도매시장,안동농협(공),사과,미얀마,전라북도,무주군,8등
2025-07-09,20kg상자,"129,900",20,"129,900",안동도매시장,안동청과,사과,미시마,충북,영동군,5등
2025-07-09,20kg상자,"126,900",20,"126,900",안동도매시장,안동청과,사과,미얀마,경북,김천시,7등
2025-07-09,20kg상자,"118,900",20,"118,900",안동도매시장,안동농협(공),사과,기타사과,경북,영덕군,4등
2025-07-09,20kg상자,"116,600",20,"116,600",안동도매시장,안동농협(공),사과,기타사과,경북,안동시,7등
2025-07-09,20kg상자,"114,000",20,"114,000",안동도매시장,안동농협(공),사과,미얀마,경북,군위군,7등
2025-07-09,20kg상자,"110,100",20,"110,100",안동도매시장,안동청과,사과,썸머프린스,경북,상주시,7등
2025-07-09,20kg상자,"99,000",20,"99,000",안동도매시장,안동농협(공),사과,미얀마,충북,충주시,4등
2025-07-09,20kg상자,"95,500",20,"95,500",안동도매시장,안동청과,사과,미얀마,충북,단양군,8등
2025-07-09,20kg상자,"93,000",20,"93,000",안동도매시장,안동청과,사과,썸머프린스,경북,상주시,8등
